individual,length,size,stimulus,stim_order,response,treatment,stimulus_treat,stim
12,7,medium,0,4,0,Control,Whole Control,Whole 1
12,7,medium,0,6,0,Control,Whole Control,Whole 1
12,7,medium,0,33,0,Control,Whole Control,Whole 1
13,11,large,0,22,0,Control,Whole Control,Whole 1
13,11,large,0,25,0,Control,Whole Control,Whole 1
13,11,large,0,35,0,Control,Whole Control,Whole 1
14,7,medium,0,18,0,Control,Whole Control,Whole 1
14,7,medium,0,19,0,Control,Whole Control,Whole 1
14,7,medium,0,30,0,Control,Whole Control,Whole 1
15,8,medium,0,13,0,Control,Whole Control,Whole 1
15,8,medium,0,28,0,Control,Whole Control,Whole 1
15,8,medium,0,33,0,Control,Whole Control,Whole 1
16,5,small,0,3,0,Control,Whole Control,Whole 1
16,5,small,0,4,0,Control,Whole Control,Whole 1
16,5,small,0,26,0,Control,Whole Control,Whole 1
17,7,medium,0,8,0,Control,Whole Control,Whole 1
17,7,medium,0,10,0,Control,Whole Control,Whole 1
17,7,medium,0,32,0,Control,Whole Control,Whole 1
18,11,large,0,10,0,Control,Whole Control,Whole 1
18,11,large,0,25,0,Control,Whole Control,Whole 1
18,11,large,0,27,0,Control,Whole Control,Whole 1
19,7,medium,0,8,0,Control,Whole Control,Whole 1
19,7,medium,0,10,0,Control,Whole Control,Whole 1
19,7,medium,0,32,0,Control,Whole Control,Whole 1
20,4,small,0,23,0,Control,Whole Control,Whole 1
20,4,small,0,27,0,Control,Whole Control,Whole 1
20,4,small,0,29,1,Control,Whole Control,Whole 1
21,7,medium,0,4,0,Control,Whole Control,Whole 1
21,7,medium,0,6,0,Control,Whole Control,Whole 1
21,7,medium,0,33,0,Control,Whole Control,Whole 1
22,6,small,0,22,0,Control,Whole Control,Whole 1
22,6,small,0,25,0,Control,Whole Control,Whole 1
22,6,small,0,35,0,Control,Whole Control,Whole 1
23,10,large,0,18,0,Control,Whole Control,Whole 1
23,10,large,0,19,0,Control,Whole Control,Whole 1
23,10,large,0,30,0,Control,Whole Control,Whole 1
24,6,small,0,10,0,Control,Whole Control,Whole 1
24,6,small,0,25,0,Control,Whole Control,Whole 1
24,6,small,0,27,0,Control,Whole Control,Whole 1
25,6,small,0,5,0,Control,Whole Control,Whole 1
25,6,small,0,7,0,Control,Whole Control,Whole 1
25,6,small,0,36,0,Control,Whole Control,Whole 1
26,12,large,0,3,0,Control,Whole Control,Whole 1
26,12,large,0,4,0,Control,Whole Control,Whole 1
26,12,large,0,26,0,Control,Whole Control,Whole 1
27,7,medium,0,8,0,Control,Whole Control,Whole 1
27,7,medium,0,10,1,Control,Whole Control,Whole 1
27,7,medium,0,32,0,Control,Whole Control,Whole 1
28,12,large,0,3,0,Control,Whole Control,Whole 1
28,12,large,0,4,0,Control,Whole Control,Whole 1
28,12,large,0,26,0,Control,Whole Control,Whole 1
29,7,medium,0,3,0,Control,Whole Control,Whole 1
29,7,medium,0,4,0,Control,Whole Control,Whole 1
29,7,medium,0,26,0,Control,Whole Control,Whole 1
30,8,medium,0,8,0,Control,Whole Control,Whole 1
30,8,medium,0,10,0,Control,Whole Control,Whole 1
30,8,medium,0,32,0,Control,Whole Control,Whole 1
31,6,small,0,10,0,Control,Whole Control,Whole 1
31,6,small,0,25,0,Control,Whole Control,Whole 1
31,6,small,0,27,0,Control,Whole Control,Whole 1
32,8,medium,0,14,0,Control,Whole Control,Whole 1
32,8,medium,0,19,0,Control,Whole Control,Whole 1
32,8,medium,0,23,0,Control,Whole Control,Whole 1
33,10,large,0,23,0,Control,Whole Control,Whole 1
33,10,large,0,27,0,Control,Whole Control,Whole 1
33,10,large,0,29,0,Control,Whole Control,Whole 1
34,7,medium,0,4,0,Control,Whole Control,Whole 1
34,7,medium,0,6,0,Control,Whole Control,Whole 1
34,7,medium,0,33,0,Control,Whole Control,Whole 1
35,12,large,0,22,0,Control,Whole Control,Whole 1
35,12,large,0,25,0,Control,Whole Control,Whole 1
35,12,large,0,35,0,Control,Whole Control,Whole 1
36,6,small,0,3,0,Control,Whole Control,Whole 1
36,6,small,0,4,0,Control,Whole Control,Whole 1
36,6,small,0,26,0,Control,Whole Control,Whole 1
37,10,large,0,8,0,Control,Whole Control,Whole 1
37,10,large,0,10,0,Control,Whole Control,Whole 1
37,10,large,0,32,0,Control,Whole Control,Whole 1
38,9,medium,0,10,0,Control,Whole Control,Whole 1
38,9,medium,0,25,0,Control,Whole Control,Whole 1
38,9,medium,0,27,0,Control,Whole Control,Whole 1
39,8,medium,0,14,0,Control,Whole Control,Whole 1
39,8,medium,0,19,0,Control,Whole Control,Whole 1
39,8,medium,0,23,0,Control,Whole Control,Whole 1
40,7,medium,0,23,0,Control,Whole Control,Whole 1
40,7,medium,0,27,0,Control,Whole Control,Whole 1
40,7,medium,0,29,0,Control,Whole Control,Whole 1
41,8,medium,0,4,0,Control,Whole Control,Whole 1
41,8,medium,0,6,0,Control,Whole Control,Whole 1
41,8,medium,0,33,0,Control,Whole Control,Whole 1
42,10,large,0,22,0,Control,Whole Control,Whole 1
42,10,large,0,25,0,Control,Whole Control,Whole 1
42,10,large,0,35,0,Control,Whole Control,Whole 1
43,7,medium,0,14,0,Control,Whole Control,Whole 1
43,7,medium,0,19,1,Control,Whole Control,Whole 1
43,7,medium,0,23,0,Control,Whole Control,Whole 1
44,5,small,0,8,0,Control,Whole Control,Whole 1
44,5,small,0,10,1,Control,Whole Control,Whole 1
44,5,small,0,32,0,Control,Whole Control,Whole 1
45,6,small,0,10,0,Control,Whole Control,Whole 1
45,6,small,0,25,0,Control,Whole Control,Whole 1
45,6,small,0,27,0,Control,Whole Control,Whole 1
46,8,medium,0,14,0,Control,Whole Control,Whole 1
46,8,medium,0,19,0,Control,Whole Control,Whole 1
46,8,medium,0,23,0,Control,Whole Control,Whole 1
47,9,medium,0,23,0,Control,Whole Control,Whole 1
47,9,medium,0,27,0,Control,Whole Control,Whole 1
47,9,medium,0,29,0,Control,Whole Control,Whole 1
48,8,medium,0,4,0,Control,Whole Control,Whole 1
48,8,medium,0,6,0,Control,Whole Control,Whole 1
48,8,medium,0,33,0,Control,Whole Control,Whole 1
49,7,medium,0,22,0,Control,Whole Control,Whole 1
49,7,medium,0,25,0,Control,Whole Control,Whole 1
49,7,medium,0,35,0,Control,Whole Control,Whole 1
50,9,medium,0,18,0,Control,Whole Control,Whole 1
50,9,medium,0,19,0,Control,Whole Control,Whole 1
50,9,medium,0,30,0,Control,Whole Control,Whole 1
51,8,medium,0,23,0,Control,Whole Control,Whole 1
51,8,medium,0,27,0,Control,Whole Control,Whole 1
51,8,medium,0,29,0,Control,Whole Control,Whole 1
52,7,medium,0,4,0,Control,Whole Control,Whole 1
52,7,medium,0,6,0,Control,Whole Control,Whole 1
52,7,medium,0,33,0,Control,Whole Control,Whole 1
53,7,medium,0,22,0,Control,Whole Control,Whole 1
53,7,medium,0,25,0,Control,Whole Control,Whole 1
53,7,medium,0,35,0,Control,Whole Control,Whole 1
54,7,medium,0,18,0,Control,Whole Control,Whole 1
54,7,medium,0,19,0,Control,Whole Control,Whole 1
54,7,medium,0,30,0,Control,Whole Control,Whole 1
55,7,medium,0,3,0,Control,Whole Control,Whole 1
55,7,medium,0,4,0,Control,Whole Control,Whole 1
55,7,medium,0,26,1,Control,Whole Control,Whole 1
56,6,small,0,8,0,Control,Whole Control,Whole 1
56,6,small,0,10,0,Control,Whole Control,Whole 1
56,6,small,0,32,0,Control,Whole Control,Whole 1
57,12,large,0,10,0,Control,Whole Control,Whole 1
57,12,large,0,25,0,Control,Whole Control,Whole 1
57,12,large,0,27,0,Control,Whole Control,Whole 1
58,11,large,0,14,0,Control,Whole Control,Whole 1
58,11,large,0,19,0,Control,Whole Control,Whole 1
58,11,large,0,23,0,Control,Whole Control,Whole 1
59,6,small,0,23,0,Control,Whole Control,Whole 1
59,6,small,0,27,0,Control,Whole Control,Whole 1
59,6,small,0,29,0,Control,Whole Control,Whole 1
60,9,medium,0,4,0,Control,Whole Control,Whole 1
60,9,medium,0,6,0,Control,Whole Control,Whole 1
60,9,medium,0,33,0,Control,Whole Control,Whole 1
101,7,medium,-0.03,5,0,Valve,Valve 5%,3%
101,7,medium,-0.03,20,0,Valve,Valve 5%,3%
101,7,medium,-0.03,21,0,Valve,Valve 5%,3%
102,5,small,-0.03,2,0,Valve,Valve 5%,3%
102,5,small,-0.03,16,1,Valve,Valve 5%,3%
102,5,small,-0.03,33,0,Valve,Valve 5%,3%
103,4,small,-0.03,16,0,Valve,Valve 5%,3%
103,4,small,-0.03,21,0,Valve,Valve 5%,3%
103,4,small,-0.03,31,0,Valve,Valve 5%,3%
104,5,small,-0.03,16,0,Valve,Valve 5%,3%
104,5,small,-0.03,21,0,Valve,Valve 5%,3%
104,5,small,-0.03,31,1,Valve,Valve 5%,3%
105,6,small,-0.03,5,0,Valve,Valve 5%,3%
105,6,small,-0.03,20,0,Valve,Valve 5%,3%
105,6,small,-0.03,21,0,Valve,Valve 5%,3%
106,7,medium,-0.03,16,0,Valve,Valve 5%,3%
106,7,medium,-0.03,21,0,Valve,Valve 5%,3%
106,7,medium,-0.03,31,0,Valve,Valve 5%,3%
107,9,medium,-0.03,5,1,Valve,Valve 5%,3%
107,9,medium,-0.03,20,0,Valve,Valve 5%,3%
107,9,medium,-0.03,21,0,Valve,Valve 5%,3%
108,7,medium,-0.03,12,0,Valve,Valve 5%,3%
108,7,medium,-0.03,26,0,Valve,Valve 5%,3%
108,7,medium,-0.03,31,0,Valve,Valve 5%,3%
109,6,small,-0.03,2,0,Valve,Valve 5%,3%
109,6,small,-0.03,16,0,Valve,Valve 5%,3%
109,6,small,-0.03,33,0,Valve,Valve 5%,3%
110,10,large,-0.03,1,0,Valve,Valve 5%,3%
110,10,large,-0.03,21,0,Valve,Valve 5%,3%
110,10,large,-0.03,32,0,Valve,Valve 5%,3%
111,8,medium,-0.03,15,0,Valve,Valve 5%,3%
111,8,medium,-0.03,20,1,Valve,Valve 5%,3%
111,8,medium,-0.03,32,1,Valve,Valve 5%,3%
112,7,medium,-0.03,16,0,Valve,Valve 5%,3%
112,7,medium,-0.03,32,0,Valve,Valve 5%,3%
113,7,medium,-0.03,12,0,Valve,Valve 5%,3%
113,7,medium,-0.03,15,1,Valve,Valve 5%,3%
113,7,medium,-0.03,31,0,Valve,Valve 5%,3%
114,13,xlarge,-0.03,23,0,Valve,Valve 5%,3%
114,13,xlarge,-0.03,30,0,Valve,Valve 5%,3%
114,13,xlarge,-0.03,33,0,Valve,Valve 5%,3%
115,14,xlarge,-0.03,2,0,Valve,Valve 5%,3%
115,14,xlarge,-0.03,12,0,Valve,Valve 5%,3%
115,14,xlarge,-0.03,18,0,Valve,Valve 5%,3%
116,13,xlarge,-0.03,1,0,Valve,Valve 5%,3%
116,13,xlarge,-0.03,21,1,Valve,Valve 5%,3%
116,13,xlarge,-0.03,32,0,Valve,Valve 5%,3%
117,5,small,-0.03,7,0,Valve,Valve 5%,3%
117,5,small,-0.03,15,0,Valve,Valve 5%,3%
117,5,small,-0.03,17,0,Valve,Valve 5%,3%
118,5,small,-0.03,16,0,Valve,Valve 5%,3%
118,5,small,-0.03,21,0,Valve,Valve 5%,3%
118,5,small,-0.03,31,0,Valve,Valve 5%,3%
119,12,large,-0.03,5,0,Valve,Valve 5%,3%
119,12,large,-0.03,20,0,Valve,Valve 5%,3%
119,12,large,-0.03,21,0,Valve,Valve 5%,3%
120,12,large,-0.03,12,0,Valve,Valve 5%,3%
120,12,large,-0.03,26,0,Valve,Valve 5%,3%
120,12,large,-0.03,31,0,Valve,Valve 5%,3%
121,7,medium,-0.03,12,0,Valve,Valve 5%,3%
121,7,medium,-0.03,26,0,Valve,Valve 5%,3%
121,7,medium,-0.03,31,1,Valve,Valve 5%,3%
122,10,large,-0.03,2,0,Valve,Valve 5%,3%
122,10,large,-0.03,16,0,Valve,Valve 5%,3%
122,10,large,-0.03,33,0,Valve,Valve 5%,3%
123,9,medium,-0.03,7,1,Valve,Valve 5%,3%
123,9,medium,-0.03,8,0,Valve,Valve 5%,3%
123,9,medium,-0.03,25,0,Valve,Valve 5%,3%
124,7,medium,-0.03,7,0,Valve,Valve 5%,3%
124,7,medium,-0.03,8,0,Valve,Valve 5%,3%
124,7,medium,-0.03,25,0,Valve,Valve 5%,3%
125,6,small,-0.03,2,0,Valve,Valve 5%,3%
125,6,small,-0.03,6,0,Valve,Valve 5%,3%
125,6,small,-0.03,7,0,Valve,Valve 5%,3%
126,7,medium,-0.03,12,0,Valve,Valve 5%,3%
126,7,medium,-0.03,26,0,Valve,Valve 5%,3%
126,7,medium,-0.03,31,0,Valve,Valve 5%,3%
127,12,large,-0.03,2,0,Valve,Valve 5%,3%
127,12,large,-0.03,16,0,Valve,Valve 5%,3%
127,12,large,-0.03,33,0,Valve,Valve 5%,3%
128,6,small,-0.03,5,0,Valve,Valve 5%,3%
128,6,small,-0.03,20,0,Valve,Valve 5%,3%
128,6,small,-0.03,21,0,Valve,Valve 5%,3%
129,8,medium,-0.03,2,0,Valve,Valve 5%,3%
129,8,medium,-0.03,16,0,Valve,Valve 5%,3%
129,8,medium,-0.03,33,0,Valve,Valve 5%,3%
130,14,xlarge,-0.03,2,1,Valve,Valve 5%,3%
130,14,xlarge,-0.03,16,0,Valve,Valve 5%,3%
130,14,xlarge,-0.03,33,0,Valve,Valve 5%,3%
131,7,medium,-0.03,1,0,Valve,Valve 5%,3%
131,7,medium,-0.03,21,0,Valve,Valve 5%,3%
131,7,medium,-0.03,32,0,Valve,Valve 5%,3%
132,13,xlarge,-0.03,1,0,Valve,Valve 5%,3%
132,13,xlarge,-0.03,21,0,Valve,Valve 5%,3%
132,13,xlarge,-0.03,32,0,Valve,Valve 5%,3%
133,7,medium,-0.03,2,1,Valve,Valve 5%,3%
133,7,medium,-0.03,6,1,Valve,Valve 5%,3%
133,7,medium,-0.03,7,0,Valve,Valve 5%,3%
134,7,medium,-0.03,20,0,Valve,Valve 5%,3%
134,7,medium,-0.03,32,0,Valve,Valve 5%,3%
135,9,medium,-0.03,13,0,Valve,Valve 5%,3%
135,9,medium,-0.03,16,1,Valve,Valve 5%,3%
135,9,medium,-0.03,32,0,Valve,Valve 5%,3%
136,7,medium,-0.03,23,0,Valve,Valve 5%,3%
136,7,medium,-0.03,30,0,Valve,Valve 5%,3%
137,16,xlarge,-0.03,14,0,Valve,Valve 5%,3%
137,16,xlarge,-0.03,24,0,Valve,Valve 5%,3%
137,16,xlarge,-0.03,33,0,Valve,Valve 5%,3%
138,9,medium,-0.03,22,0,Valve,Valve 5%,3%
138,9,medium,-0.03,26,0,Valve,Valve 5%,3%
138,9,medium,-0.03,33,0,Valve,Valve 5%,3%
139,9,medium,-0.03,9,1,Valve,Valve 5%,3%
139,9,medium,-0.03,24,0,Valve,Valve 5%,3%
139,9,medium,-0.03,31,0,Valve,Valve 5%,3%
140,11,large,-0.03,16,0,Valve,Valve 5%,3%
140,11,large,-0.03,21,0,Valve,Valve 5%,3%
140,11,large,-0.03,31,0,Valve,Valve 5%,3%
141,6,small,-0.03,2,0,Valve,Valve 5%,3%
141,6,small,-0.03,16,0,Valve,Valve 5%,3%
141,6,small,-0.03,33,0,Valve,Valve 5%,3%
142,6,small,-0.03,1,1,Valve,Valve 5%,3%
142,6,small,-0.03,21,0,Valve,Valve 5%,3%
142,6,small,-0.03,32,0,Valve,Valve 5%,3%
143,8,medium,-0.03,2,0,Valve,Valve 5%,3%
143,8,medium,-0.03,6,0,Valve,Valve 5%,3%
143,8,medium,-0.03,7,0,Valve,Valve 5%,3%
144,6,small,-0.03,15,0,Valve,Valve 5%,3%
144,6,small,-0.03,20,0,Valve,Valve 5%,3%
144,6,small,-0.03,32,0,Valve,Valve 5%,3%
145,9,medium,-0.03,13,0,Valve,Valve 5%,3%
145,9,medium,-0.03,16,0,Valve,Valve 5%,3%
145,9,medium,-0.03,32,0,Valve,Valve 5%,3%
146,7,medium,-0.03,5,0,Valve,Valve 5%,3%
146,7,medium,-0.03,20,1,Valve,Valve 5%,3%
146,7,medium,-0.03,21,0,Valve,Valve 5%,3%
147,14,xlarge,-0.03,2,0,Valve,Valve 5%,3%
147,14,xlarge,-0.03,16,0,Valve,Valve 5%,3%
147,14,xlarge,-0.03,33,0,Valve,Valve 5%,3%
148,11,large,-0.03,1,0,Valve,Valve 5%,3%
148,11,large,-0.03,21,0,Valve,Valve 5%,3%
148,11,large,-0.03,32,0,Valve,Valve 5%,3%
149,6,small,-0.03,7,0,Valve,Valve 5%,3%
149,6,small,-0.03,8,0,Valve,Valve 5%,3%
149,6,small,-0.03,25,0,Valve,Valve 5%,3%
150,6,small,-0.03,2,0,Valve,Valve 5%,3%
150,6,small,-0.03,6,0,Valve,Valve 5%,3%
150,6,small,-0.03,7,0,Valve,Valve 5%,3%
151,6,small,-0.03,15,0,Valve,Valve 5%,3%
151,6,small,-0.03,20,0,Valve,Valve 5%,3%
151,6,small,-0.03,32,0,Valve,Valve 5%,3%
152,8,medium,-0.03,13,0,Valve,Valve 5%,3%
152,8,medium,-0.03,16,0,Valve,Valve 5%,3%
152,8,medium,-0.03,32,0,Valve,Valve 5%,3%
153,10,large,-0.03,5,0,Valve,Valve 5%,3%
153,10,large,-0.03,20,0,Valve,Valve 5%,3%
153,10,large,-0.03,21,0,Valve,Valve 5%,3%
154,7,medium,-0.03,12,0,Valve,Valve 5%,3%
154,7,medium,-0.03,26,0,Valve,Valve 5%,3%
154,7,medium,-0.03,31,0,Valve,Valve 5%,3%
155,9,medium,-0.03,2,0,Valve,Valve 5%,3%
155,9,medium,-0.03,16,0,Valve,Valve 5%,3%
155,9,medium,-0.03,33,0,Valve,Valve 5%,3%
156,7,medium,-0.03,7,0,Valve,Valve 5%,3%
156,7,medium,-0.03,8,0,Valve,Valve 5%,3%
156,7,medium,-0.03,25,0,Valve,Valve 5%,3%
157,9,medium,-0.03,2,0,Valve,Valve 5%,3%
157,9,medium,-0.03,6,0,Valve,Valve 5%,3%
157,9,medium,-0.03,7,1,Valve,Valve 5%,3%
158,8,medium,-0.03,15,0,Valve,Valve 5%,3%
158,8,medium,-0.03,20,0,Valve,Valve 5%,3%
158,8,medium,-0.03,32,0,Valve,Valve 5%,3%
159,6,small,-0.03,13,0,Valve,Valve 5%,3%
159,6,small,-0.03,16,1,Valve,Valve 5%,3%
159,6,small,-0.03,32,0,Valve,Valve 5%,3%
160,4,small,-0.03,13,0,Valve,Valve 5%,3%
160,4,small,-0.03,14,0,Valve,Valve 5%,3%
160,4,small,-0.03,31,0,Valve,Valve 5%,3%
201,13,xlarge,-0.03,8,0,Girdle,Girdle 5%,7%
201,13,xlarge,-0.03,14,0,Girdle,Girdle 5%,7%
201,13,xlarge,-0.03,15,0,Girdle,Girdle 5%,7%
201,13,xlarge,-0.03,17,0,Girdle,Girdle 5%,7%
202,7,medium,-0.03,5,0,Girdle,Girdle 5%,7%
202,7,medium,-0.03,11,0,Girdle,Girdle 5%,7%
202,7,medium,-0.03,22,0,Girdle,Girdle 5%,7%
202,7,medium,-0.03,26,0,Girdle,Girdle 5%,7%
202,7,medium,-0.03,30,0,Girdle,Girdle 5%,7%
203,8,medium,-0.03,15,0,Girdle,Girdle 5%,7%
203,8,medium,-0.03,22,0,Girdle,Girdle 5%,7%
203,8,medium,-0.03,23,0,Girdle,Girdle 5%,7%
203,8,medium,-0.03,31,0,Girdle,Girdle 5%,7%
203,8,medium,-0.03,34,0,Girdle,Girdle 5%,7%
204,8,medium,-0.03,4,0,Girdle,Girdle 5%,7%
204,8,medium,-0.03,17,0,Girdle,Girdle 5%,7%
204,8,medium,-0.03,29,0,Girdle,Girdle 5%,7%
204,8,medium,-0.03,30,0,Girdle,Girdle 5%,7%
204,8,medium,-0.03,35,0,Girdle,Girdle 5%,7%
205,9,medium,-0.03,1,0,Girdle,Girdle 5%,7%
205,9,medium,-0.03,4,0,Girdle,Girdle 5%,7%
205,9,medium,-0.03,21,0,Girdle,Girdle 5%,7%
205,9,medium,-0.03,32,0,Girdle,Girdle 5%,7%
205,9,medium,-0.03,35,0,Girdle,Girdle 5%,7%
206,7,medium,-0.03,2,0,Girdle,Girdle 5%,7%
206,7,medium,-0.03,12,0,Girdle,Girdle 5%,7%
206,7,medium,-0.03,31,0,Girdle,Girdle 5%,7%
206,7,medium,-0.03,32,1,Girdle,Girdle 5%,7%
206,7,medium,-0.03,35,0,Girdle,Girdle 5%,7%
207,9,medium,-0.03,2,0,Girdle,Girdle 5%,7%
207,9,medium,-0.03,18,0,Girdle,Girdle 5%,7%
207,9,medium,-0.03,19,1,Girdle,Girdle 5%,7%
207,9,medium,-0.03,26,0,Girdle,Girdle 5%,7%
207,9,medium,-0.03,30,0,Girdle,Girdle 5%,7%
208,9,medium,-0.03,7,0,Girdle,Girdle 5%,7%
208,9,medium,-0.03,12,0,Girdle,Girdle 5%,7%
208,9,medium,-0.03,17,0,Girdle,Girdle 5%,7%
208,9,medium,-0.03,20,0,Girdle,Girdle 5%,7%
208,9,medium,-0.03,35,0,Girdle,Girdle 5%,7%
209,7,medium,-0.03,2,0,Girdle,Girdle 5%,7%
209,7,medium,-0.03,3,0,Girdle,Girdle 5%,7%
209,7,medium,-0.03,20,1,Girdle,Girdle 5%,7%
209,7,medium,-0.03,28,0,Girdle,Girdle 5%,7%
209,7,medium,-0.03,35,0,Girdle,Girdle 5%,7%
210,11,large,-0.03,4,0,Girdle,Girdle 5%,7%
210,11,large,-0.03,12,0,Girdle,Girdle 5%,7%
210,11,large,-0.03,15,0,Girdle,Girdle 5%,7%
210,11,large,-0.03,27,0,Girdle,Girdle 5%,7%
210,11,large,-0.03,30,0,Girdle,Girdle 5%,7%
211,7,medium,-0.03,6,0,Girdle,Girdle 5%,7%
211,7,medium,-0.03,14,0,Girdle,Girdle 5%,7%
211,7,medium,-0.03,19,0,Girdle,Girdle 5%,7%
211,7,medium,-0.03,21,0,Girdle,Girdle 5%,7%
211,7,medium,-0.03,28,0,Girdle,Girdle 5%,7%
212,7,medium,-0.03,2,0,Girdle,Girdle 5%,7%
212,7,medium,-0.03,18,0,Girdle,Girdle 5%,7%
212,7,medium,-0.03,19,0,Girdle,Girdle 5%,7%
212,7,medium,-0.03,26,0,Girdle,Girdle 5%,7%
212,7,medium,-0.03,30,0,Girdle,Girdle 5%,7%
213,7,medium,-0.03,2,0,Girdle,Girdle 5%,7%
213,7,medium,-0.03,18,0,Girdle,Girdle 5%,7%
213,7,medium,-0.03,19,0,Girdle,Girdle 5%,7%
213,7,medium,-0.03,26,0,Girdle,Girdle 5%,7%
213,7,medium,-0.03,30,0,Girdle,Girdle 5%,7%
214,8,medium,-0.03,7,0,Girdle,Girdle 5%,7%
214,8,medium,-0.03,12,0,Girdle,Girdle 5%,7%
214,8,medium,-0.03,17,0,Girdle,Girdle 5%,7%
214,8,medium,-0.03,20,0,Girdle,Girdle 5%,7%
214,8,medium,-0.03,35,0,Girdle,Girdle 5%,7%
215,9,medium,-0.03,2,0,Girdle,Girdle 5%,7%
215,9,medium,-0.03,3,0,Girdle,Girdle 5%,7%
215,9,medium,-0.03,20,0,Girdle,Girdle 5%,7%
215,9,medium,-0.03,28,0,Girdle,Girdle 5%,7%
215,9,medium,-0.03,35,0,Girdle,Girdle 5%,7%
216,9,medium,-0.03,4,0,Girdle,Girdle 5%,7%
216,9,medium,-0.03,12,0,Girdle,Girdle 5%,7%
216,9,medium,-0.03,15,0,Girdle,Girdle 5%,7%
216,9,medium,-0.03,27,0,Girdle,Girdle 5%,7%
216,9,medium,-0.03,30,0,Girdle,Girdle 5%,7%
217,6,small,-0.03,6,0,Girdle,Girdle 5%,7%
217,6,small,-0.03,14,0,Girdle,Girdle 5%,7%
217,6,small,-0.03,19,0,Girdle,Girdle 5%,7%
217,6,small,-0.03,21,0,Girdle,Girdle 5%,7%
217,6,small,-0.03,28,0,Girdle,Girdle 5%,7%
218,10,large,-0.03,6,0,Girdle,Girdle 5%,7%
218,10,large,-0.03,14,0,Girdle,Girdle 5%,7%
218,10,large,-0.03,15,0,Girdle,Girdle 5%,7%
218,10,large,-0.03,30,0,Girdle,Girdle 5%,7%
218,10,large,-0.03,32,0,Girdle,Girdle 5%,7%
219,7,medium,-0.03,9,0,Girdle,Girdle 5%,7%
219,7,medium,-0.03,14,0,Girdle,Girdle 5%,7%
219,7,medium,-0.03,27,0,Girdle,Girdle 5%,7%
219,7,medium,-0.03,28,0,Girdle,Girdle 5%,7%
219,7,medium,-0.03,29,0,Girdle,Girdle 5%,7%
220,8,medium,-0.03,2,1,Girdle,Girdle 5%,7%
220,8,medium,-0.03,18,0,Girdle,Girdle 5%,7%
220,8,medium,-0.03,19,0,Girdle,Girdle 5%,7%
220,8,medium,-0.03,26,0,Girdle,Girdle 5%,7%
220,8,medium,-0.03,30,0,Girdle,Girdle 5%,7%
221,7,medium,-0.03,12,0,Girdle,Girdle 5%,7%
221,7,medium,-0.03,22,0,Girdle,Girdle 5%,7%
221,7,medium,-0.03,30,0,Girdle,Girdle 5%,7%
221,7,medium,-0.03,31,0,Girdle,Girdle 5%,7%
221,7,medium,-0.03,37,0,Girdle,Girdle 5%,7%
222,7,medium,-0.03,3,0,Girdle,Girdle 5%,7%
222,7,medium,-0.03,14,0,Girdle,Girdle 5%,7%
222,7,medium,-0.03,16,0,Girdle,Girdle 5%,7%
222,7,medium,-0.03,22,0,Girdle,Girdle 5%,7%
222,7,medium,-0.03,27,0,Girdle,Girdle 5%,7%
223,8,medium,-0.03,10,0,Girdle,Girdle 5%,7%
223,8,medium,-0.03,14,0,Girdle,Girdle 5%,7%
223,8,medium,-0.03,19,0,Girdle,Girdle 5%,7%
223,8,medium,-0.03,24,0,Girdle,Girdle 5%,7%
223,8,medium,-0.03,25,0,Girdle,Girdle 5%,7%
224,7,medium,-0.03,2,0,Girdle,Girdle 5%,7%
224,7,medium,-0.03,3,0,Girdle,Girdle 5%,7%
224,7,medium,-0.03,12,0,Girdle,Girdle 5%,7%
224,7,medium,-0.03,23,0,Girdle,Girdle 5%,7%
224,7,medium,-0.03,39,0,Girdle,Girdle 5%,7%
225,7,medium,-0.03,11,0,Girdle,Girdle 5%,7%
225,7,medium,-0.03,27,0,Girdle,Girdle 5%,7%
225,7,medium,-0.03,28,0,Girdle,Girdle 5%,7%
225,7,medium,-0.03,29,0,Girdle,Girdle 5%,7%
225,7,medium,-0.03,30,0,Girdle,Girdle 5%,7%
